,1382453454,1700888620,694280533,2644625898,3184782712,1739898123,1328565537,3581582733,4005755484,1193222031,426723761,1178905719,4105530383,3428606835,3085008487,1470478160,4156663780,2041438013,2996067169,2949166752,1916330293,1002927274,1124433709,1288976342,1855386605,789242809,1029869657,4127407420,1149769979,4215509619,3341131410,843542988,3639593017,848297695,3643219622,952719540,1949883677,1440690038,847862091,4081870582,1853694571,84784818,668163508,529127681,1716537954,3835138089,2066413710,1577339411,3271355042,1170150980,3761909964,1861985702,270492580,417707648,440329045,1760541481,3360826626,1713202216,4070468647,1621293506,420241911,4151494137,4072199384,2015576525,2166572434,657405697
1382453454,,21,25,97,44,30,15,20,32,25,36,17,34,21,17,26,33,30,29,41,22,25,28,40,29,37,27,23,38,29,30,34,44,41,39,21,41,36,28,18,18,32,24,28,30,24,35,15,24,29,35,23,31,77,22,107,19,18,29,48,31,24,23,25,40,22
1700888620,8,,8,31,11,10,28,22,7,5,7,14,7,24,13,6,12,26,10,10,7,7,12,9,6,6,28,34,6,6,7,8,10,9,6,9,7,8,8,9,12,27,22,7,28,5,7,17,5,16,5,5,6,35,9,51,10,25,18,34,8,10,25,26,30,18
694280533,36,29,,85,45,35,24,27,32,31,35,24,34,31,19,29,36,36,30,32,28,27,33,36,34,33,34,29,32,31,30,37,41,36,33,34,38,40,25,29,30,43,29,29,34,27,33,22,32,42,34,27,33,69,24,87,31,26,35,46,39,37,33,34,44,30
2644625898,53,43,32,,68,54,22,38,33,18,25,25,30,49,22,16,40,85,39,45,20,21,71,43,23,26,40,65,24,21,32,29,69,62,40,58,42,41,21,37,47,115,60,31,79,16,32,24,25,67,24,14,17,281,18,409,48,31,68,154,23,78,70,50,127,52
3184782712,28,18,20,80,,24,13,16,25,19,23,15,29,21,13,17,25,28,24,27,17,19,25,32,22,21,23,20,24,20,22,23,33,32,26,18,26,27,18,15,17,32,21,20,25,19,22,14,18,29,22,16,22,63,16,89,17,16,29,40,24,20,20,23,35,20
1739898123,41,36,33,135,51,,26,29,34,29,36,28,35,34,24,28,38,45,27,37,29,35,43,44,33,33,47,40,32,31,34,38,46,46,32,32,37,38,30,29,31,47,41,34,46,29,37,27,27,54,28,28,33,111,27,153,33,30,50,69,39,36,39,43,61,34
1328565537,6,29,6,17,8,8,,22,6,5,5,15,6,26,11,5,9,24,8,9,7,6,10,6,6,5,30,37,5,5,6,6,8,7,5,7,5,6,7,9,12,24,15,5,31,5,5,17,4,13,4,5,6,22,9,39,8,25,16,35,7,8,21,26,31,16
3581582733,8,24,7,29,10,9,23,,7,5,7,13,7,19,10,6,11,21,9,9,7,7,10,7,6,6,16,26,6,5,7,8,12,9,8,8,7,7,7,7,8,25,14,6,18,5,6,17,5,12,6,5,6,34,9,49,8,15,19,28,8,9,20,17,24,17
4005755484,23,12,16,43,27,18,11,12,,16,24,12,25,13,12,17,26,16,17,20,16,18,18,26,19,20,19,12,27,22,18,19,27,26,17,18,26,23,20,16,18,17,15,19,18,21,25,11,19,21,22,18,23,35,16,40,17,12,16,22,24,19,18,15,19,14
1193222031,43,24,37,58,49,36,22,23,39,,50,26,41,30,20,35,40,29,35,40,31,36,30,44,46,45,33,21,42,40,40,43,48,43,44,38,51,59,33,30,31,29,24,39,37,40,42,20,48,48,49,48,44,47,27,58,40,25,33,42,47,41,33,30,34,30
426723761,33,17,22,43,33,24,13,16,31,27,,15,33,17,15,27,32,19,24,24,21,25,20,34,31,30,21,15,34,27,27,26,32,28,21,17,35,27,24,15,15,25,18,28,20,26,30,14,24,20,26,30,28,36,19,43,15,16,19,24,35,15,17,19,22,17
1178905719,6,14,6,18,9,8,14,12,6,6,6,,6,14,9,5,17,12,13,8,6,5,9,7,6,5,17,16,5,5,6,7,7,8,5,8,6,7,14,7,8,15,24,5,14,5,6,33,5,13,5,5,6,28,14,26,9,11,17,18,7,7,13,16,16,11
4105530383,24,13,17,40,33,18,12,13,25,17,26,12,,22,10,21,24,20,34,28,17,21,23,27,23,24,19,14,26,23,20,20,33,27,18,13,27,24,21,12,18,30,14,20,17,22,22,16,18,23,26,19,26,37,17,36,13,13,19,20,30,14,13,18,21,17
3428606835,8,23,8,35,13,9,25,18,7,7,7,14,12,,12,6,11,35,18,15,8,7,14,9,7,7,36,28,6,6,8,8,12,10,7,10,9,9,8,10,15,50,12,7,36,6,7,14,6,20,8,6,8,36,7,55,12,25,24,41,9,11,13,31,39,23
3085008487,3,6,2,8,4,3,5,4,3,2,3,4,2,6,,2,5,6,2,3,3,3,3,3,2,2,7,6,3,2,3,3,3,4,2,3,2,2,5,3,4,7,4,3,9,2,3,5,2,3,2,2,3,9,3,12,3,6,6,9,4,3,6,5,7,5
1470478160,37,22,29,43,39,30,18,21,35,29,42,18,42,22,19,,38,24,28,32,28,32,24,40,35,39,23,21,38,37,32,33,37,37,28,20,36,34,34,22,20,26,20,34,25,40,40,19,31,24,35,31,39,38,28,45,19,21,24,29,43,19,22,25,26,21
4156663780,21,19,16,46,24,18,14,16,23,15,22,28,21,18,16,16,,21,22,18,16,17,17,23,19,19,22,18,22,20,18,17,23,22,14,16,22,20,25,15,16,25,29,17,22,18,21,35,18,21,20,17,20,50,23,53,16,15,22,28,24,19,22,19,25,16
2041438013,12,28,10,66,18,14,25,21,9,7,9,13,11,38,13,7,14,,15,16,8,8,19,12,9,8,33,31,8,7,10,10,16,15,10,13,11,11,9,13,17,51,15,9,40,7,9,16,7,22,7,6,8,66,9,101,13,28,26,56,10,18,19,32,52,27
2996067169,68,59,48,166,88,46,46,54,55,48,62,80,110,112,32,46,81,82,,107,59,42,77,65,67,70,80,53,61,57,65,49,94,80,65,51,95,70,67,41,54,180,84,61,67,59,46,95,54,104,77,39,55,140,52,141,42,45,90,78,55,45,47,83,83,83
2949166752,67,44,37,137,70,44,38,35,46,38,44,33,64,65,26,36,47,65,75,,36,36,50,55,43,56,66,49,48,47,45,43,71,66,54,36,61,53,47,33,41,81,42,44,65,47,44,32,39,70,52,32,46,109,35,151,40,41,58,86,46,38,38,60,74,50
1916330293,15,12,13,26,19,15,12,12,15,13,16,10,17,15,10,13,18,14,17,15,,15,14,19,16,16,16,12,16,16,15,18,19,16,12,10,17,16,15,11,12,16,12,14,16,13,17,13,12,21,16,13,19,23,12,27,14,11,16,18,18,10,12,16,16,22
1002927274,20,14,15,31,24,21,13,13,21,17,22,12,24,14,12,18,23,16,14,18,17,,16,25,20,21,19,14,21,22,18,19,23,21,14,12,20,20,24,13,14,17,14,20,16,21,22,16,17,22,18,22,22,27,18,34,13,13,19,19,26,12,14,17,19,14
1124433709,13,14,10,60,18,14,11,11,11,8,10,11,15,16,9,7,12,20,15,14,9,9,,13,9,10,18,15,9,7,10,10,17,16,10,13,12,12,8,10,15,25,17,10,18,7,9,12,7,24,7,6,8,51,7,66,13,11,21,30,10,18,14,19,26,15
1288976342,25,14,16,51,32,21,10,12,23,16,23,11,24,15,11,18,23,18,18,21,17,20,18,,21,22,21,15,24,23,19,20,29,26,20,13,25,23,22,12,13,18,16,18,19,19,26,12,16,27,20,17,22,43,16,60,13,12,24,27,23,14,15,18,24,14
1855386605,26,15,21,38,30,21,13,14,24,24,29,14,28,18,12,21,27,19,25,23,21,22,18,28,,27,16,14,27,32,32,25,29,26,22,17,32,29,23,15,16,23,14,23,18,25,29,13,24,21,30,22,30,30,19,37,16,15,18,22,29,19,17,18,21,17
789242809,48,21,29,61,42,31,17,18,36,34,41,18,43,23,16,35,38,25,38,43,30,33,27,44,39,,28,21,41,41,33,35,46,40,35,25,49,44,35,23,24,28,22,34,28,34,42,19,33,36,44,34,39,50,27,62,24,21,27,34,41,30,28,26,32,21
1029869657,9,25,8,26,12,12,26,14,9,7,8,16,9,33,13,5,12,27,12,14,8,8,14,12,6,7,,30,7,6,7,8,12,11,7,10,9,9,8,11,15,30,16,7,35,6,7,15,6,33,6,7,7,31,8,53,13,26,29,40,9,10,14,40,35,18
4127407420,12,45,10,63,17,15,48,33,9,6,9,22,10,38,18,8,15,39,12,15,9,9,17,12,8,8,46,,8,7,10,10,14,14,9,13,10,11,11,13,18,43,24,10,52,6,9,24,7,21,6,6,8,63,14,100,13,37,30,65,10,16,37,42,59,25
1149769979,27,11,16,32,27,17,9,10,27,17,26,10,26,12,11,19,24,14,18,21,17,18,15,27,22,23,14,10,,24,19,21,25,24,23,11,29,24,22,10,11,16,12,18,15,19,26,9,18,13,27,18,25,28,19,33,11,10,14,18,24,10,11,12,16,12
4215509619,26,13,19,35,28,20,11,12,28,21,27,12,29,15,12,23,29,16,22,25,20,24,15,32,32,29,15,13,31,,29,22,29,31,18,19,35,27,37,18,18,21,13,25,16,37,35,11,30,20,35,23,34,26,28,31,16,13,16,19,32,21,18,15,18,14
3341131410,22,14,15,44,25,18,11,12,19,17,22,13,20,16,12,16,21,18,21,20,16,16,16,22,26,19,15,14,20,24,,18,23,22,17,14,24,20,19,12,13,22,15,20,19,19,22,10,18,16,21,16,23,37,15,46,14,12,17,25,22,14,15,15,21,15
843542988,37,22,29,60,40,31,18,21,30,28,31,20,30,24,18,25,30,28,23,29,29,26,25,35,31,31,26,22,33,27,27,,34,34,36,21,36,37,23,21,22,30,22,26,31,23,33,18,24,25,33,25,35,52,20,66,22,23,28,37,36,20,24,25,39,30
3639593017,34,19,22,99,39,26,16,23,30,22,27,15,35,24,13,20,29,30,31,34,21,22,29,35,26,28,27,22,27,25,25,24,,38,26,23,34,31,23,18,22,32,22,24,27,23,28,17,23,38,27,19,25,71,19,98,22,17,28,43,27,27,26,26,38,24
848297695,28,17,17,80,34,23,12,15,26,18,21,14,26,19,15,18,24,25,24,28,16,18,24,29,21,22,22,19,23,24,21,21,34,,22,18,25,24,23,16,17,28,20,21,25,24,25,13,21,26,19,16,24,63,20,88,17,15,25,38,25,20,21,20,32,19
3643219622,44,19,26,83,47,27,14,21,27,30,26,16,29,22,14,22,26,28,32,37,21,20,25,36,28,32,23,20,37,23,27,38,38,36,,18,40,45,22,17,18,33,21,27,26,23,29,14,26,27,43,20,28,68,17,110,17,16,30,48,26,21,20,22,37,21
952719540,12,12,13,59,15,13,10,11,14,12,10,11,10,14,9,7,14,18,12,12,8,8,16,11,10,11,16,13,8,11,10,10,16,14,8,,16,16,8,21,21,23,16,9,18,11,11,9,15,35,13,10,8,38,7,51,20,11,17,25,12,53,24,16,22,14
1949883677,38,17,24,71,37,25,12,16,33,27,35,15,34,23,12,23,32,25,37,33,23,22,24,35,33,35,23,17,36,35,30,29,40,33,32,26,,38,27,20,23,39,19,26,24,24,35,14,27,34,41,25,30,52,18,67,21,16,25,32,30,30,24,21,29,21
1440690038,37,20,28,77,43,28,16,18,33,35,30,19,34,24,14,24,32,28,31,33,24,25,27,36,34,36,28,21,35,31,28,34,40,36,41,29,43,,24,24,27,31,22,28,27,27,34,17,33,45,40,28,31,59,20,78,27,19,28,39,32,37,30,28,35,22
847862091,23,18,14,33,24,18,15,14,23,16,21,30,24,18,20,19,33,18,24,24,18,24,15,29,21,23,21,17,26,34,22,17,24,28,16,12,25,20,,13,14,22,26,22,20,35,28,37,23,19,26,18,27,38,33,37,13,14,22,25,25,13,17,18,21,15
4081870582,11,15,12,44,15,13,14,11,14,11,10,11,10,17,11,9,15,19,11,12,10,10,14,12,11,11,20,15,9,13,10,12,15,14,9,24,14,15,10,,21,21,15,11,19,13,11,11,16,25,13,11,10,29,9,40,20,15,16,25,15,28,22,18,21,14
1853694571,5,10,6,27,8,7,9,6,8,5,5,6,8,13,7,4,8,13,7,8,5,5,10,6,6,6,14,11,5,6,5,6,9,8,5,12,8,8,5,11,,16,8,5,13,5,7,7,8,17,9,6,5,19,4,24,13,9,11,16,8,18,15,12,14,9
84784818,15,32,14,100,24,16,27,29,11,8,12,18,19,61,16,8,19,57,36,23,11,10,26,13,12,10,40,38,10,11,14,13,19,19,13,20,20,14,12,16,23,,21,12,49,10,10,20,8,25,14,7,9,83,11,116,17,32,39,63,13,22,24,41,63,39
668163508,7,17,6,34,10,9,11,10,6,4,6,19,6,10,6,4,14,11,11,8,5,5,11,7,5,5,14,14,5,4,6,6,9,8,5,9,6,6,10,7,8,14,,6,11,4,5,22,4,16,4,4,5,33,9,37,9,6,13,18,6,9,13,13,15,9
529127681,25,16,18,51,28,22,12,13,23,20,27,13,25,16,14,21,25,20,23,24,18,22,20,25,24,24,19,17,23,25,25,21,28,27,21,15,26,24,23,16,16,23,17,,21,32,23,14,27,20,22,21,24,44,19,55,14,14,20,28,27,17,17,18,25,16
1716537954,10,24,8,50,14,11,26,15,9,7,7,13,8,32,15,6,12,33,10,13,7,7,14,10,7,7,35,34,7,6,9,10,12,12,8,11,9,9,8,10,14,36,13,8,,5,8,13,6,13,6,6,7,49,9,79,16,28,21,55,9,12,17,28,47,22
3835138089,23,13,18,28,28,20,12,12,28,22,27,12,29,15,12,26,27,15,24,27,18,25,15,28,26,25,16,12,25,39,25,20,28,32,19,18,25,25,40,20,16,20,14,34,15,,26,11,41,20,28,23,29,21,30,24,15,13,16,17,30,19,17,16,16,13
2066413710,22,11,14,37,21,17,8,10,22,15,20,9,19,11,10,17,21,13,12,17,15,17,12,25,21,21,13,11,23,24,18,18,22,22,16,13,24,20,21,11,14,14,11,16,14,17,,9,18,16,23,17,23,30,15,39,13,10,15,20,23,15,15,12,17,10
1577339411,5,14,5,14,7,6,13,13,5,3,5,27,7,12,8,4,18,12,13,6,6,6,8,6,4,4,13,15,4,4,4,5,7,6,4,5,5,5,14,5,7,14,23,5,12,4,4,,3,11,3,4,4,28,17,23,6,10,14,15,6,6,12,11,15,10
3271355042,17,10,16,34,20,14,8,9,19,20,19,10,18,11,10,15,20,12,16,17,13,15,11,18,19,19,12,9,18,24,18,16,21,22,16,20,21,23,20,18,19,13,10,22,13,31,21,8,,19,24,21,21,22,16,26,19,9,12,16,22,26,21,11,13,10
1170150980,14,20,14,60,22,19,15,14,14,14,11,17,15,26,8,8,17,26,22,21,14,13,26,20,12,14,47,19,9,11,11,11,24,18,12,31,18,22,11,19,26,26,25,11,18,10,13,16,13,,12,14,9,42,9,60,27,12,38,31,12,41,25,39,25,20
3761909964,32,13,22,41,31,19,11,13,28,27,26,13,34,19,11,22,29,17,30,29,21,21,15,29,31,32,15,12,35,36,26,28,32,26,35,23,42,36,29,20,25,28,13,23,16,28,34,11,32,24,,24,32,23,20,24,23,13,17,17,31,29,25,16,17,16
1861985702,18,11,15,21,21,16,10,10,20,23,27,11,21,12,10,17,22,12,13,16,15,21,12,21,20,21,16,10,20,21,17,18,20,18,14,15,23,22,18,14,15,13,12,19,15,19,23,11,24,23,21,,20,16,15,18,17,11,14,14,26,17,15,14,13,13
270492580,18,10,13,18,20,14,8,9,18,15,18,9,20,12,10,15,18,11,13,16,16,16,11,19,19,18,12,8,20,22,18,18,19,20,14,9,19,17,19,9,10,12,9,15,12,18,22,8,17,11,20,15,,17,15,19,10,10,12,14,22,9,10,10,12,12
417707648,27,31,16,182,35,29,19,28,17,9,14,26,18,32,17,9,28,55,21,23,11,12,39,23,12,14,31,42,14,10,17,16,32,31,21,24,20,20,16,16,21,62,38,17,49,8,17,31,11,30,8,7,10,,15,234,20,23,45,92,12,33,38,32,80,32
440329045,20,21,15,30,22,18,21,21,21,15,19,32,22,18,15,17,34,20,20,19,16,20,14,23,19,19,22,24,24,29,19,17,22,27,13,12,19,18,37,13,13,21,27,19,24,29,22,48,20,17,20,17,23,41,,43,12,19,23,29,23,12,20,22,25,17
1760541481,42,51,24,298,55,44,38,46,22,13,18,26,20,56,24,12,33,95,24,36,15,16,57,37,16,19,59,75,18,13,24,23,50,49,38,36,29,30,18,25,29,97,48,24,90,10,25,29,14,49,10,9,13,263,19,,31,42,70,174,15,51,56,59,139,50
3360826626,6,8,6,28,8,7,6,6,7,7,5,7,6,10,6,4,8,9,5,7,6,5,9,6,6,6,12,8,5,6,6,6,9,7,5,11,7,8,5,10,13,11,10,5,15,5,6,6,8,17,8,6,5,18,4,25,,6,11,17,7,16,14,11,12,11
1713202216,10,36,10,32,13,12,35,20,9,8,9,16,10,36,18,8,13,38,10,14,9,9,13,10,9,9,42,39,8,8,9,12,12,12,8,11,10,10,9,13,17,38,11,8,45,7,9,17,7,13,8,7,9,37,11,60,11,,20,50,11,11,21,38,46,24
4070468647,7,12,6,32,11,9,10,12,5,5,5,11,6,16,8,4,9,16,10,9,6,6,12,9,5,5,21,14,5,4,6,6,9,9,7,7,7,7,7,6,9,21,11,6,16,4,6,11,4,20,4,4,5,33,6,45,8,9,,23,6,9,12,16,21,12
1621293506,15,28,10,91,20,16,28,22,10,8,8,15,9,34,14,6,14,43,10,17,8,7,21,14,8,8,37,39,8,7,11,11,17,18,13,14,11,12,9,12,16,43,19,10,51,6,10,15,7,20,6,6,7,84,10,142,17,29,29,,8,19,22,33,60,25
420241911,21,15,18,29,25,19,12,14,22,19,26,13,28,15,14,20,25,16,16,19,18,21,14,24,22,22,18,13,23,24,20,22,23,25,15,15,23,21,21,16,17,19,14,20,17,21,24,13,21,17,22,22,25,24,17,26,16,14,17,18,,16,17,15,17,14
4151494137,9,10,10,58,12,10,8,9,11,10,6,8,8,11,7,5,12,17,8,9,6,6,16,9,9,9,11,12,6,9,8,7,14,12,7,39,13,14,6,18,22,19,12,7,14,8,10,7,15,34,12,8,6,38,5,52,20,8,14,24,9,,25,11,20,11
4072199384,10,28,10,55,13,12,22,21,11,8,8,15,7,15,13,6,15,20,8,10,7,7,13,10,8,9,17,30,7,9,9,9,14,13,7,19,11,12,8,14,20,22,19,8,22,7,10,16,12,21,11,8,7,46,9,60,19,16,20,30,11,26,,17,28,16
2015576525,13,35,13,50,19,17,34,22,11,9,11,22,13,43,15,9,16,40,19,19,12,11,22,15,11,11,61,43,9,9,11,12,18,16,10,15,12,14,12,15,20,46,22,11,43,9,10,19,8,43,9,9,10,49,13,81,18,36,34,56,12,15,21,,50,28
2166572434,20,39,15,118,28,22,38,29,14,10,12,21,14,50,19,9,20,62,18,23,11,12,29,18,12,12,50,56,11,10,14,17,24,23,16,20,16,17,13,17,23,68,24,14,68,8,14,24,9,26,9,8,11,114,14,177,20,41,42,94,13,25,33,47,,38
657405697,11,23,10,50,16,13,20,21,10,9,9,15,12,31,13,7,13,34,18,15,16,9,17,11,10,8,26,24,9,8,10,14,16,14,9,13,12,11,9,11,15,43,15,9,34,7,9,16,7,21,8,8,11,47,10,65,18,23,25,40,10,14,20,27,39,,
